dni,nombre,apellidos,fechanacimiento,sexo,ciudadorigen
96767872,Fabio,Mas Márquez,1957-12-15,M,Lima
50669289,Marcelo,Belda Gárate,1928-12-15,M,Iquitos
38456533,Lorenza,Noriega Galan,1954-08-05,F,Arequipa
45058922,Ana,Aguiló Calleja,1927-07-26,F,Trujillo
34289571,Teodora,Criado Santana,2016-09-15,F,Arequipa
67828451,Sofía,Rico Valdés,1984-02-13,F,Piura
72811794,Valeria,Fuente Rios,2019-05-24,F,Iquitos
08180324,Luciana,Gil Carreras,1948-02-21,F,Iquitos
37683602,Dafne,Dávila Estévez,1946-05-18,F,Cusco
06425135,Iris,Jódar Iñiguez,1963-08-06,F,Cusco
90166875,Iris,Pallarès Royo,1959-05-21,F,Iquitos
18571610,Cosme,Palomino Pulido,1966-04-25,M,Chiclayo
50719728,Conrado,Calleja Artigas,2007-12-15,M,Huancayo
09658586,Faustino,Tejada Robledo,1951-08-28,M,Arequipa
06192929,Camilo,Vaquero Fajardo,2025-01-11,M,Iquitos
10284398,Lucila,Abascal Garay,1928-09-09,F,Lima
95141452,Javiera,Duran Torrent,1925-10-31,F,Trujillo
67790303,Modesta,Ortiz Ricart,1959-07-05,F,Cusco
91261487,Modesto,Santamaría Coronado,1956-02-01,M,Huancayo
07297504,Encarna,Marin Badía,1957-04-24,F,Lima
50315545,Adelardo,Coca Fernandez,1948-03-08,M,Arequipa
39535620,Mauricio,Neira Torrent,1955-10-01,M,Arequipa
04597970,Adoración,Rosado Salom,1999-01-26,F,Arequipa
08622251,Carmen,Vilalta Viñas,2024-11-19,F,Puno
90562553,Ruy,Blázquez Cabrero,2013-07-14,M,Cusco
37396103,María Dolores,Cantero Aparicio,1966-05-25,F,Trujillo
19159995,Poncio,Planas Lloret,1988-09-13,M,Chiclayo
14290541,Mamen,Sedano Gracia,1931-04-06,F,Cusco
69536945,Florencia,Zorrilla Cortés,2016-08-29,F,Lima
97990660,Mayte,Arcos Aguilera,1983-06-08,F,Piura
75146468,Anselma,Valenciano Riba,1994-03-07,F,Tacna
08972524,José Luis,Madrigal Mendoza,1988-08-26,M,Trujillo
87580898,Tiburcio,Núñez Márquez,1971-02-07,M,Chiclayo
69053825,Herminia,Pacheco Chamorro,2009-11-09,F,Tacna
52203125,Marcelino,Salom Rosa,1974-12-28,M,Piura
61718108,Blanca,Pera Gilabert,1939-07-08,F,Chiclayo
08268145,Manuel,Barrios Díaz,1976-04-10,M,Huancayo
42085321,Oriana,Morillo Mayo,1980-07-31,F,Huancayo
26782753,Ramona,Vilalta Montserrat,1959-04-25,F,Iquitos
21036562,Filomena,Martí Company,1944-02-09,F,Puno
08623024,Hernando,Quiroga Barba,2015-05-07,M,Puno
88107681,Ángel,Portillo Borja,1977-06-27,M,Iquitos
56906524,Ernesto,Bustos Olivera,1969-06-11,M,Lima
20357213,María Del Carmen,Prat González,1937-08-08,F,Chiclayo
42335206,José Luis,Navas Mínguez,1944-09-26,M,Arequipa
05132796,Macarena,Cerdá Roda,1941-10-24,F,Iquitos
47230232,Flora,Palomo Carranza,1994-01-16,F,Chiclayo
36893949,Alfonso,Pedrero Pinedo,1993-05-23,M,Arequipa
11283341,Esmeralda,Valero Coronado,1951-03-05,F,Arequipa
21954840,Oriana,Pont Huertas,1940-12-15,F,Tacna
52596329,Melisa,Lumbreras Tovar,1968-02-03,F,Trujillo
79190466,Calisto,Álamo Carpio,1936-10-11,M,Chiclayo
17428694,Hortensia,Nogueira Naranjo,1940-04-18,F,Huancayo
34753468,Alba,Puga Villa,1978-06-24,F,Piura
78118443,Virgilio,Uriarte Iglesias,1954-10-30,M,Piura
84018874,Octavia,Valderrama Coloma,1968-12-29,F,Arequipa
37026543,Manola,Palma Benítez,2001-12-15,F,Trujillo
53983742,Gustavo,Blanch Díez,1962-05-10,M,Tacna
30846667,Rafa,Barral Escobar,1944-01-08,M,Lima
46824198,Arturo,Mendizábal Campo,1957-02-10,M,Chiclayo
86707579,Clara,España Zabala,1929-11-05,F,Arequipa
25790049,Armida,Millán Ribas,2004-09-28,F,Huancayo
51756868,Trinidad,Carnero Alemany,1984-11-27,M,Puno
64127484,Adán,Salazar Acosta,2009-02-18,M,Cusco
16384352,Félix,Dalmau Tirado,1946-06-28,M,Puno
35118938,Elena,Salas Salcedo,1976-06-16,F,Tacna
42675691,Vinicio,Martin Salom,1964-07-15,M,Piura
93409248,Nazario,Ribes Alberola,1957-02-06,M,Trujillo
23585533,Maristela,Vélez Cadenas,1991-04-06,F,Iquitos
39774965,Fabio,Rivero Mora,2022-09-21,M,Lima
97412235,Xiomara,Taboada Benavent,2009-11-06,F,Piura
39473752,Néstor,Lara Dominguez,2003-05-08,M,Chiclayo
25834855,Hermenegildo,Carrión Barbero,1970-02-24,M,Arequipa
61045779,José Ángel,Pera Zurita,2006-06-12,M,Trujillo
40062138,Pacífica,Barral Llorens,1984-05-18,F,Arequipa
09974788,Aureliano,Coloma Espada,1974-12-08,M,Cusco
95759162,Víctor,Estrada Amat,1986-03-13,M,Tacna
65722391,Charo,Galván Pedro,1939-04-30,F,Tacna
50485224,Román,Izaguirre Niño,2010-04-28,M,Tacna
35233115,Ciríaco,Bayona Vaquero,1967-04-26,M,Arequipa
16126441,Buenaventura,Asensio Badía,2007-08-29,M,Piura
11925220,Petrona,Planas Bayona,2018-09-07,F,Iquitos
59585796,Ciríaco,Castrillo Cases,2005-05-15,M,Lima
20993060,Juan Carlos,Caballero Marí,2010-09-27,M,Cusco
52633953,Fito,Oller Uriarte,2012-06-15,M,Piura
08195627,Bárbara,Bueno Tirado,1971-10-04,F,Arequipa
29817896,Mohamed,Salvador Prieto,1999-11-12,M,Iquitos
82065305,Trini,Herrero Ramírez,2011-02-22,F,Huancayo
60196628,Gala,Arévalo Carbonell,1955-06-25,F,Cusco
66032846,Maximiliano,Sanchez Báez,2011-08-23,M,Puno
97848913,Luciano,Castells Ribes,2024-04-21,M,Arequipa
03862386,Amalia,Salamanca Portero,1970-01-09,F,Chiclayo
77082633,Elena,Sala Garzón,2015-03-15,F,Tacna
84142125,Celestino,Terrón Carro,1967-06-07,M,Iquitos
52375233,Adela,Barragán Pellicer,1980-11-15,F,Cusco
79775592,Salomón,Salvador Chamorro,1932-11-26,M,Tacna
76382624,Carmen,Sosa España,1929-04-03,F,Cusco
38584715,Ofelia,Villar Galvez,1971-01-24,F,Cusco
60846214,Simón,Alsina Pera,2017-08-28,M,Cusco
90276173,Leopoldo,Azcona Arco,1928-08-19,M,Cusco
33570557,Javier,Comas Tolosa,1971-04-23,M,Puno
18961124,Eulalia,Piña Roldán,1930-08-22,F,Puno
67264659,María Pilar,Morell Tomé,1950-10-14,F,Cusco
22676708,Vito,Navas Valera,1981-08-20,M,Arequipa
07002969,Carmina,Alemán Ochoa,2022-01-21,F,Iquitos
74857871,Julia,Lasa Girona,1993-08-06,F,Piura
82612899,Caridad,Patiño Téllez,1972-07-12,F,Lima
43254994,Primitivo,Zurita Pi,1976-10-27,M,Arequipa
18127554,Omar,Echeverría Riba,1927-03-07,M,Huancayo
10117609,Jessica,Robles Peña,1954-07-17,F,Lima
37037230,Gregorio,Serna Nadal,1985-11-27,M,Cusco
25345492,Tadeo,Garcia Barberá,2018-12-29,M,Arequipa
95517841,Rosa María,Gras Ballester,1986-11-26,F,Chiclayo
74057707,Samanta,Busquets Roura,1966-10-15,F,Cusco
26144613,Loreto,Quintanilla Ochoa,1994-05-09,M,Piura
32738332,Saturnino,Casares Mir,1931-04-18,M,Huancayo
73262449,Sarita,Chico Uría,1932-03-28,F,Puno
52856877,Gabriel,Avilés Caparrós,1994-10-25,M,Tacna
14117848,Alberto,Carpio Dalmau,1995-03-25,M,Tacna
08611415,Pilar,Espinosa Novoa,2008-05-04,F,Arequipa
46751252,Gastón,Gascón Duque,1960-04-02,M,Arequipa
62288025,Tecla,Armengol Lobo,1983-04-09,F,Lima
26963036,Tomasa,Serna Ortiz,2021-06-09,F,Trujillo
84403397,Alejo,Ródenas Jaume,1950-04-26,M,Trujillo
09673338,Irene,Morán Galvez,1975-09-28,F,Tacna
88262461,María Manuela,Parra Barrio,1931-07-19,F,Puno
86697510,Leocadia,Menéndez Sala,1973-10-29,F,Puno
10448205,Evelia,Villalonga Román,2020-06-14,F,Arequipa
72635398,Vicenta,Sanmartín Luján,2010-04-20,F,Iquitos
77729375,Iván,Torrecilla Estevez,1988-02-10,M,Lima
18596329,Úrsula,Salvador Arnaiz,1983-04-15,F,Cusco
27995657,Alejandra,Bayón Contreras,1974-07-11,F,Iquitos
85272433,Irma,Echeverría Santana,1947-08-30,F,Cusco
62370684,Ruy,Córdoba Uría,2023-05-11,M,Huancayo
30468975,Cebrián,Quirós Morales,1982-03-18,M,Cusco
84949821,Amador,Montoya Guzmán,2021-04-14,M,Trujillo
14526184,Calisto,Izaguirre Arjona,1981-01-16,M,Arequipa
06830048,Rafa,Querol Baró,1948-09-24,M,Lima
48299290,Alexandra,Márquez Zamorano,1929-04-30,F,Trujillo
94409022,Cruz,Hurtado Montaña,1938-09-18,M,Arequipa
40191466,Eliana,Vives Leon,1963-07-07,F,Piura
42636807,Gertrudis,Doménech Nebot,2016-05-29,F,Cusco
25523701,Eusebia,Aguilera Azcona,1934-07-16,F,Iquitos
58848785,Vanesa,Torrent León,2006-02-12,F,Cusco
45196106,Inocencio,Mesa Pozuelo,2012-03-16,M,Tacna
50931858,Isidora,Vázquez Campoy,2020-11-20,F,Iquitos
16658832,Carolina,Ramirez Morata,1931-12-19,F,Puno
85773173,Milagros,Pavón Bello,2023-10-20,F,Piura
05703066,Rosa María,Ugarte Goñi,2013-07-16,F,Puno
93047517,Natalia,Reina Moles,1926-05-01,F,Cusco
59212013,Bernabé,Sanchez Nogués,1999-01-26,M,Cusco
30929465,Juanita,Rivas Pozo,1938-01-05,F,Cusco
37462645,Sofía,Bou Olmedo,1966-04-27,F,Arequipa
22028373,Salvador,Pascual Mata,1989-05-22,M,Puno
78921159,Simón,Almeida Torrens,2023-06-28,M,Trujillo
63395189,Francisco,Galvez Merino,2020-10-22,M,Piura
10683304,Florinda,Blázquez Bello,1949-11-09,F,Arequipa
04868519,Ámbar,Real Múñiz,1941-05-24,F,Puno
25539639,Nicodemo,Velasco Piquer,2008-02-17,M,Iquitos
32000332,Mónica,Maza Galan,1965-03-12,F,Cusco
63365857,Candelaria,Malo Galvez,2018-05-13,F,Chiclayo
16711145,Román,Girona Aragón,2019-12-16,M,Puno
70397700,Atilio,Pou Calleja,1947-01-19,M,Arequipa
13537687,Soledad,Alcántara Falcó,1956-01-23,F,Puno
46219361,Ignacia,Cuervo Busquets,1975-11-25,F,Tacna
55933124,Ángela,Botella Anglada,1939-01-25,F,Chiclayo
11198244,Loreto,Codina Quintero,1931-07-11,F,Iquitos
95023474,Iker,Diéguez Palomares,1968-12-29,M,Cusco
77144735,Jafet,Español Carbó,1998-01-24,M,Piura
68256636,Pío,Gálvez Abella,2006-07-10,M,Trujillo
15519252,Abril,Cardona Vicente,2000-02-25,F,Puno
54130247,Berto,Cuéllar Muro,2020-10-03,M,Arequipa
38557746,Roberto,Briones Lledó,2015-06-07,M,Tacna
23320658,Manolo,Gomez Galván,1986-11-09,M,Cusco
63790320,Rico,Burgos Acedo,1928-12-17,M,Puno
98591687,Aitana,Barbero Merino,2021-01-19,F,Lima
87969574,Estela,Gil Sainz,1938-10-15,F,Chiclayo
33963044,Fabiola,Gálvez Cifuentes,1986-03-15,F,Piura
10434061,Raimundo,Arteaga Guzman,1987-03-11,M,Puno
72023000,Gisela,Sevilla Aroca,1995-10-17,F,Puno
25289876,Leire,Vilaplana Madrigal,1992-10-31,F,Arequipa
92257896,Alfredo,Puente Cabezas,1929-08-25,M,Lima
34754721,Emma,Benítez Palmer,2007-02-14,F,Chiclayo
56761379,Flor,Garcés Mate,2011-01-25,F,Piura
04368566,Leticia,Sola Boada,1999-08-02,F,Tacna
59163643,Leandra,Cruz Chaves,1991-11-03,F,Lima
99181027,Marianela,Galan Heredia,1998-06-13,F,Tacna
26314109,Sandalio,Perera Cózar,1972-07-11,M,Huancayo
11257265,Ceferino,Romero Ferrández,2016-05-11,M,Huancayo
20001912,Micaela,Salmerón Moraleda,1973-03-08,F,Huancayo
43328210,Marc,Sotelo Frutos,1938-09-06,M,Piura
92922687,Jesús,Gallo Tejedor,1952-07-21,M,Huancayo
06347942,Ani,Blasco Lorenzo,1943-12-22,F,Huancayo
01459057,Juan Bautista,Abellán Cuenca,1999-01-11,M,Piura
37879107,Fabiana,Santamaría Nicolau,1990-03-03,F,Cusco
67459231,Noelia,Mendoza Costa,1995-01-21,F,Huancayo
51325914,Marcia,Batlle Calvet,1970-09-16,F,Piura
90961298,Marta,Crespo Castellanos,1967-02-18,F,Trujillo
20487816,Flavio,Blanco Narváez,1938-08-09,M,Trujillo
62780162,Eusebia,Montoya Sierra,1954-03-31,F,Cusco
38984186,Apolinar,Santana Castells,2022-12-14,M,Piura
21914357,Eugenia,Franch Coca,1985-09-17,F,Puno
43428493,Azeneth,Llamas Lorenzo,2015-10-03,F,Iquitos
39516095,Isabela,Ayuso Batalla,1999-08-02,F,Cusco
12858822,Alfredo,Hoz Llorente,1928-03-22,M,Lima
56253640,Casandra,Robledo Tejada,2001-01-02,F,Huancayo
59095852,Dionisia,Catalá Giralt,2002-05-16,F,Iquitos
66324836,Concepción,Sabater Lopez,2005-02-15,F,Chiclayo
83187380,Encarnación,Miguel Malo,1939-06-06,F,Lima
98377535,Olga,Méndez Alemany,1960-02-06,F,Tacna
09016062,Wálter,Recio Dominguez,1944-11-14,M,Arequipa
06992720,Pascuala,Mayo Carreño,1998-02-28,F,Piura
04191860,Eligio,Barbero Bauzà,1938-06-04,M,Tacna
46296115,Mayte,Estevez Bou,1994-11-19,F,Lima
17374673,Francisco Javier,Teruel Morell,1962-01-27,M,Iquitos
83024760,Valeria,Sanmartín Figueroa,1988-05-23,F,Huancayo
43547619,Jacobo,Luz Blasco,2020-11-23,M,Cusco
27322717,Olalla,Puente Cadenas,1988-06-20,F,Iquitos
64617201,Pascuala,Alba Ugarte,1928-09-02,F,Iquitos
81301234,Tiburcio,Rebollo Gascón,2005-09-01,M,Huancayo
31614185,Glauco,Velázquez Dominguez,1932-06-14,M,Lima
67015558,Clotilde,Crespi Gutierrez,1983-08-20,F,Tacna
16681557,Calixto,Orozco Zabaleta,1986-05-14,M,Huancayo
04888311,Marianela,Cerdá Benavente,1999-06-25,F,Lima
36941139,Santiago,Catalá Sebastián,2018-12-03,M,Lima
74406297,Rolando,Galindo Casares,1987-06-14,M,Tacna
14317478,Teodosio,Barrena Ojeda,1974-02-18,M,Piura
75165945,Fidela,Cortina Vélez,1967-09-23,F,Lima
56265381,Olivia,Castells Figueras,1966-08-29,F,Chiclayo
76521672,Mariana,Guardia Escribano,1937-07-23,F,Iquitos
51260270,Ruperto,Aznar Casals,1968-08-30,M,Huancayo
83262861,Herminio,Ochoa Carballo,2018-05-17,M,Puno
28201427,María Jesús,Julián Sales,2012-08-09,F,Puno
85091120,Mercedes,Perea Peinado,1938-05-16,F,Lima
43557167,Leire,Arnal Pareja,1925-09-22,F,Trujillo
02801219,Ximena,Narváez Benitez,2007-06-01,F,Arequipa
80135007,María Teresa,Lumbreras Giménez,1928-09-13,F,Piura
90393714,María Cristina,Guzman Fiol,1984-03-15,F,Puno
19508660,Chita,Elorza Salmerón,1939-10-21,F,Trujillo
25659344,Maximiano,Farré Lorenzo,2025-05-30,M,Puno
22865899,Amaro,Arteaga Manzanares,1954-05-24,M,Tacna
35485306,Albert,Martinez Lerma,1962-07-10,M,Piura
42024036,Édgar,Daza Torrecilla,1954-01-10,M,Chiclayo
59597428,Marisela,Noriega Ocaña,1945-06-26,F,Lima
05466206,Simón,Olivares Calatayud,2006-03-31,M,Tacna
52837970,Jacinta,Goicoechea Fajardo,2012-05-19,F,Piura
66337074,Casemiro,Bello Águila,1933-10-07,M,Piura
11760590,Omar,Acevedo Sandoval,2002-02-01,M,Puno
14538858,Paz,Baeza Trillo,1995-12-21,F,Chiclayo
48577717,Luis Miguel,Suárez Carbajo,1988-08-14,M,Tacna
72822273,Marcos,Mur Tormo,2020-12-27,M,Iquitos
34342397,Sofía,Giralt Paz,1997-04-03,F,Piura
83840680,Perla,Carbajo Pagès,2019-12-27,F,Puno
76834499,Onofre,Busquets Nebot,2000-07-12,M,Piura
23588291,Rosaura,Díez Méndez,1946-01-06,F,Puno
76117574,Isidro,Garmendia Ureña,2005-10-26,M,Arequipa
35594500,Luciano,Camacho Ferrándiz,2024-08-15,M,Piura
61998609,Eloy,Nuñez Vicens,1960-08-15,M,Trujillo
07162641,Damián,Dávila Iñiguez,1940-04-11,M,Iquitos
16012766,Lola,Robles Cuéllar,1950-09-20,F,Piura
04397884,Socorro,Cobos Alemany,1926-10-06,F,Tacna
90996529,Albano,Anaya Villar,2003-02-22,M,Huancayo
70731935,Herberto,Santamaría Morillo,1931-01-02,M,Iquitos
98744037,Morena,Juan Sarmiento,2024-04-26,F,Puno
48727030,Reyes,Navas Salom,1976-11-16,F,Puno
87070589,Rebeca,Solís Cabello,1926-07-26,F,Huancayo
72381178,Valeria,Martínez Somoza,1934-09-24,F,Cusco
58957281,Antonio,Coronado Roselló,2008-12-10,M,Piura
91069293,Nacho,Adadia Montaña,1942-01-07,M,Chiclayo
35655784,Segismundo,Ríos Pineda,2023-03-16,M,Chiclayo
42470915,Melchor,Bueno Jódar,1942-07-01,M,Piura
35898691,Mayte,Mancebo Baena,1959-04-26,F,Cusco
64854738,Mauricio,Coca Álamo,1939-07-06,M,Piura
75297822,Melchor,Neira Adán,1972-09-19,M,Piura
93207495,Cornelio,Prieto Noguera,2011-07-28,M,Arequipa
86136836,Teófilo,Priego Arcos,1975-07-31,M,Iquitos
82392646,Bernabé,Saez Lillo,1974-10-19,M,Tacna
24816966,Pilar,Tur Barral,1931-05-21,F,Puno
47401490,Renato,Medina Muro,1944-02-12,M,Huancayo
05553730,Pancho,Ortuño Lago,1937-08-29,M,Arequipa
18337049,Jesusa,Ballester Franch,1965-02-19,F,Tacna
45831266,Hermenegildo,Velasco Lledó,1933-08-07,M,Tacna
45755946,Apolinar,Carmona Amador,1979-12-31,M,Arequipa
32959441,Sergio,Riera Calvet,1948-02-26,M,Chiclayo
87039019,Cintia,Sarmiento Porcel,2021-09-10,F,Trujillo
34018296,Jeremías,Salamanca Estrada,1985-10-05,M,Trujillo
92359721,Jimena,Salvador Busquets,1963-06-22,F,Iquitos
91708121,Viviana,Diez Ros,1954-07-18,F,Arequipa
23232276,Zaira,Planas Gras,1937-06-02,F,Huancayo
93610717,Adoración,Arrieta Vives,1958-03-10,F,Chiclayo
91273576,Sigfrido,Tello Calvet,1950-10-21,M,Iquitos
02939200,Eufemia,Pizarro Aramburu,1945-06-21,F,Huancayo
02473607,Piedad,Peñalver Valera,1959-07-09,F,Cusco
77363466,Felisa,Pla Sevillano,1949-09-29,F,Trujillo
32047469,Dimas,Sosa Talavera,2009-06-28,M,Arequipa
20062381,Maximino,Parejo Hoyos,1951-01-10,M,Iquitos
61105187,Jose Miguel,Arjona Cobos,1951-11-05,M,Huancayo
05321511,Íñigo,Aramburu Sala,2011-07-31,M,Chiclayo
07032238,Vito,Barrios Colomer,2008-02-14,M,Cusco
41531593,Nayara,Verdú Losa,1991-12-24,F,Huancayo
33703284,Lucio,Cazorla Checa,1946-12-15,M,Piura
62090477,Belén,Sandoval Moles,2012-07-06,F,Arequipa
17178211,Anna,Acosta Posada,2011-12-15,F,Puno
60065578,Rosario,Belmonte Coloma,1936-03-13,M,Iquitos
16999407,Maribel,Domínguez Adán,1983-12-07,F,Trujillo
55537659,Humberto,Pomares Almeida,1932-03-18,M,Chiclayo
61891953,Benita,Tenorio Baró,2007-04-28,F,Piura
54599280,Eliana,Girona Miguel,1970-03-14,F,Trujillo
72002074,Maricela,Sedano Parra,1986-04-28,F,Trujillo
25988587,Bautista,Fiol Oliveras,1988-01-08,M,Iquitos
86076887,Begoña,Vilalta Quesada,1957-03-10,F,Trujillo
41935057,Fito,Colomer Méndez,1940-10-24,M,Huancayo
16746001,Tito,Tur Coll,1978-08-20,M,Tacna
05123762,Cristina,Sacristán Terrón,1993-09-17,F,Huancayo
75088261,Melchor,Millán Bosch,1982-05-23,M,Cusco
15879121,María Manuela,Diego López,1956-07-21,F,Lima
82909443,Juan Luis,Niño Fuentes,1954-01-02,M,Puno
15432413,Amancio,Pablo Cases,2016-05-18,M,Huancayo
08140880,Modesta,Pastor Ríos,2009-06-16,F,Chiclayo
85200055,Florentino,Bustamante Gallo,1984-08-05,M,Cusco
89808179,Galo,Rivero Noguera,1959-05-18,M,Huancayo
61726313,Gertrudis,Nogués Quesada,2022-07-05,F,Cusco
82308979,Calixto,Costa Barroso,1969-12-20,M,Arequipa
02234649,Albina,Barrena Monreal,2019-12-31,F,Puno
01126882,Cándido,Cabrero Jaume,1972-10-14,M,Chiclayo
85150536,Aitana,Gomila Quevedo,2004-11-17,F,Trujillo
97401871,Remedios,Frutos Sáenz,1930-05-25,F,Chiclayo
87404026,Agustín,Sainz Sureda,1991-12-15,M,Puno
69150913,Edelmiro,Montesinos Villalobos,1950-05-25,M,Puno
32880928,Balduino,Bárcena Cáceres,1955-12-15,M,Arequipa
23382090,Alexandra,Puerta Galván,1947-03-01,F,Iquitos
26425695,Verónica,Juan Pavón,1998-03-05,F,Trujillo
43989941,María Jesús,Vilaplana Belda,1981-11-22,F,Arequipa
02332151,Gonzalo,Arellano Montaña,1982-08-13,M,Chiclayo
06573073,Maura,Córdoba Martorell,1960-10-21,F,Iquitos
85166135,Tito,Ledesma Perera,2003-12-01,M,Iquitos
79499749,Trinidad,Carbonell Valero,1984-03-27,M,Cusco
48322132,Jose Ramón,Madrigal Ocaña,1959-03-23,M,Huancayo
56451295,Nacho,Morcillo Martínez,1983-05-31,M,Lima
39559640,Asunción,Requena Francisco,2016-03-28,F,Tacna
18037845,Jonatan,Cadenas Bustamante,1989-08-01,M,Arequipa
62983803,Martirio,Cabezas Figueroa,2020-03-26,F,Cusco
96239046,Julia,Perea Pujadas,1964-02-27,F,Iquitos
46074061,Montserrat,Peña Pinto,1967-11-21,F,Lima
93007796,Santiago,Cáceres Vazquez,2014-03-27,M,Puno
51375238,Miriam,Jove Gonzalo,2016-12-03,F,Trujillo
09223063,Enrique,Valls Ribes,1998-07-25,M,Chiclayo
30850577,Eligio,Tomás Acevedo,1968-08-04,M,Cusco
70866702,Palmira,Acuña Carmona,1984-08-11,F,Huancayo
49439117,Eligia,Fabregat Rosselló,1977-04-07,F,Chiclayo
23090508,Itziar,Vila Hernando,1932-08-26,F,Chiclayo
55687267,Adora,Cerezo Nogués,2002-07-26,F,Chiclayo
33060145,Eva María,Espinosa Márquez,1942-06-02,F,Trujillo
02007964,Piedad,Agudo Luján,1985-07-08,F,Lima
39254138,Marcia,Angulo Alemany,1963-12-19,F,Huancayo
12001855,Zoraida,Martí Hoz,2007-06-28,F,Trujillo
55372326,Eliana,Palomares Luque,1961-09-15,F,Puno
89821082,Toño,Coll Campo,1932-06-23,M,Arequipa
76609674,Trinidad,Cerdá Carreño,2003-01-18,M,Trujillo
84316864,Adora,Costa Soriano,1927-10-26,F,Arequipa
01898421,Perla,Exposito Cortés,1960-01-17,F,Chiclayo
97095649,Rosendo,Barrios Verdejo,1930-10-13,M,Huancayo
37527622,Sol,Querol Alba,1972-03-24,F,Puno
68415594,Simón,Navarrete Abellán,2000-08-07,M,Huancayo
44207011,Rosa María,Grau Gutierrez,1967-09-24,F,Trujillo
34802978,Calista,Donoso Ballester,1968-05-26,F,Trujillo
86640236,Cruz,García Peiró,1986-01-06,F,Arequipa
33487564,Hermenegildo,Guardiola Tejero,1928-12-14,M,Chiclayo
72250438,Cristina,Adadia Julián,2015-01-30,F,Arequipa
81810554,Adoración,Ramón Vergara,1998-02-09,F,Cusco
93508834,Anselma,Izaguirre Palau,1976-09-28,F,Trujillo
34745657,Tatiana,Rico Balaguer,1992-09-30,F,Piura
48404004,Federico,Sedano Barón,2000-02-12,M,Cusco
22991666,Lilia,Carballo Suarez,1962-09-13,F,Chiclayo
23454648,Jose Francisco,Mármol Arteaga,1990-09-24,M,Huancayo
13677413,Plinio,Arregui Mendoza,1950-07-02,M,Cusco
60171427,Saturnina,Vilar Perea,1985-04-05,F,Trujillo
24787222,Valeria,Ribes Iñiguez,2023-01-28,F,Iquitos
99189623,Georgina,Benavente Acero,2012-10-27,F,Piura
73118105,Iker,Garzón Díaz,1955-12-27,M,Iquitos
00100490,Conrado,Pallarès Bolaños,1970-05-24,M,Cusco
08161417,Plinio,Ramón Noguera,1960-05-12,M,Chiclayo
57280473,Emilio,Soria Ródenas,1952-08-19,M,Piura
17730356,Cándida,Arenas Amores,1941-04-26,F,Trujillo
06097897,Benita,Beltrán Francisco,2007-02-27,F,Tacna
20290276,Tomás,Domínguez Domínguez,1956-06-16,M,Piura
58495550,Viviana,Berrocal Jaume,1942-02-15,F,Piura
47673783,Pía,Porta Jódar,1985-06-18,F,Puno
60571951,Gabriela,Bartolomé Cabello,2014-09-08,F,Arequipa
82717471,Blanca,Leon Ballester,1989-06-08,F,Huancayo
77912994,Camila,Paredes Aller,1934-11-04,F,Lima
77061708,Ainoa,Iglesias Guerra,1956-11-27,F,Lima
48484041,Dulce,Valera Lerma,2012-10-11,F,Piura
34630342,Roldán,Narváez Ledesma,1978-11-28,M,Tacna
63660113,Marco,Carreño Ferrán,1990-05-15,M,Trujillo
31775774,María,Villar Ariza,2015-11-04,F,Puno
37292078,Aroa,Lastra Martinez,1947-06-14,F,Trujillo
72791240,Saturnina,Delgado Solís,1979-11-14,F,Arequipa
46338211,Seve,Guijarro Casares,1991-10-03,M,Trujillo
44026496,Toribio,Oliva López,1948-05-01,M,Trujillo
56902327,Luciano,Vilaplana Bravo,1979-06-16,M,Arequipa
20160849,Perlita,Lorenzo Conde,1962-07-11,F,Cusco
08979772,Pepita,Sáenz Isern,1961-05-16,F,Trujillo
17329388,Iván,Acedo Peñalver,1955-11-19,M,Arequipa
25865116,Priscila,Paniagua Sierra,1983-05-09,F,Trujillo
45682592,Mauricio,Torrent Sebastián,1933-02-23,M,Piura
55285937,Nidia,Villar Miguel,1949-03-31,F,Puno
59465547,Nilda,Cámara Anglada,1997-09-23,F,Puno
46458864,Bienvenida,Benavente Rueda,1960-11-27,F,Lima
96534320,Gonzalo,Agustí Gómez,1996-02-06,M,Trujillo
00343773,Buenaventura,Cerdá Riba,2000-10-19,M,Trujillo
71135219,Etelvina,Correa Coello,1934-09-25,F,Puno
37626375,Carolina,Montaña Tapia,1990-05-06,F,Piura
44623772,Amaya,Casado Salas,1989-12-19,F,Chiclayo
93964055,Eduardo,Escrivá Castillo,1952-01-05,M,Huancayo
20472440,Cipriano,Requena Urrutia,2009-02-11,M,Puno
82641383,Gerardo,Agullo Galiano,1965-03-22,M,Arequipa
40641120,Fabiana,Peña Caballero,1929-10-08,F,Puno
97633347,Visitación,Manuel Cabello,1951-02-27,F,Puno
34107174,Severiano,Guitart Perea,2014-11-12,M,Arequipa
65608195,Alejandro,Grau Patiño,1980-08-13,M,Lima
